revs,Preprocessed_Text,Sentiment_Scores
I wouldn’t even give Vodafone one star but as I see it’s the lowest I can give.It’s now Wednesday the 19th and I still haven’t heard from you or anyone of your team. I’m not surprised to be honest as your priorities aren’t really focused on your customers are they let’s be truthful. I still keep receiving emails and text messages stating I’m due to upgrade though I wish you would stop. My intention is now focused on another provider as you clearly have shown no interest in calling me  plus being a long time customer stands for NOTHING.So now I stop the direct debit and I’m sure you’ll probably but I’m not 100% sure you’ll contact me sooner than later. J. Dyson,"['i', 'wouldn', '’', 't', 'even', 'give', 'vodafone', 'one', 'star', 'but', 'as', 'i', 'see', 'it', '’', 's', 'the', 'lowest', 'i', 'can', 'give.it', '’', 's', 'now', 'wednesday', 'the', '19th', 'and', 'i', 'still', 'haven', '’', 't', 'heard', 'from', 'you', 'or', 'anyone', 'of', 'your', 'team', '.', 'i', '’', 'm', 'not', 'surprised', 'to', 'be', 'honest', 'as', 'your', 'priorities', 'aren', '’', 't', 'really', 'focused', 'on', 'your', 'customers', 'are', 'they', 'let', '’', 's', 'be', 'truthful', '.', 'i', 'still', 'keep', 'receiving', 'emails', 'and', 'text', 'messages', 'stating', 'i', '’', 'm', 'due', 'to', 'upgrade', 'though', 'i', 'wish', 'you', 'would', 'stop', '.', 'my', 'intention', 'is', 'now', 'focused', 'on', 'another', 'provider', 'as', 'you', 'clearly', 'have', 'shown', 'no', 'interest', 'in', 'calling', 'me', 'plus', 'being', 'a', 'long', 'time', 'customer', 'stands', 'for', 'nothing.so', 'now', 'i', 'stop', 'the', 'direct', 'debit', 'and', 'i', '’', 'm', 'sure', 'you', '’', 'll', 'probably', 'but', 'i', '’', 'm', 'not', '100', '%', 'sure', 'you', '’', 'll', 'contact', 'me', 'sooner', 'than', 'later', '.', 'j.', 'dyson']","{'neg': 0.095, 'neu': 0.678, 'pos': 0.227, 'compound': 0.9695}"
Told via text and email when I requested STAC code by ETF would be £45.77.Received my final bill and charged £71.61 for ETF.I have a complaint in against Vodafone. I'm just wait for response.CISAS and Ofcom informed I'm no longer with Vodafone and no longer have that number.,"['told', 'via', 'text', 'and', 'email', 'when', 'i', 'requested', 'stac', 'code', 'by', 'etf', 'would', 'be', '£45.77.received', 'my', 'final', 'bill', 'and', 'charged', '£71.61', 'for', 'etf.i', 'have', 'a', 'complaint', 'in', 'against', 'vodafone', '.', 'i', ""'m"", 'just', 'wait', 'for', 'response.cisas', 'and', 'ofcom', 'informed', 'i', ""'m"", 'no', 'longer', 'with', 'vodafone', 'and', 'no', 'longer', 'have', 'that', 'number', '.']","{'neg': 0.166, 'neu': 0.809, 'pos': 0.026, 'compound': -0.7269}"
"Extremely helpful, friendly, knowledgeable and professional. Highly recommend the service I received.","['extremely', 'helpful', ',', 'friendly', ',', 'knowledgeable', 'and', 'professional', '.', 'highly', 'recommend', 'the', 'service', 'i', 'received', '.']","{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.8543}"
Resolved issue quickly and efficiently and staff was very friendly.,"['resolved', 'issue', 'quickly', 'and', 'efficiently', 'and', 'staff', 'was', 'very', 'friendly', '.']","{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.7841}"
"The service was great, very helpful and friendly. Abi was lovely and solved the issue quickly and effectively.","['the', 'service', 'was', 'great', ',', 'very', 'helpful', 'and', 'friendly', '.', 'abi', 'was', 'lovely', 'and', 'solved', 'the', 'issue', 'quickly', 'and', 'effectively', '.']","{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.961}"
"very bad service, unfair monthly raises and unrealistic terms and conditions. Can't believe they raised the mothly cost by over 13.5% on a contract which includes a phone: unjustified and without even sending a notification. I'd rather pay a high exit fee but not having anything to do with them","['very', 'bad', 'service', ',', 'unfair', 'monthly', 'raises', 'and', 'unrealistic', 'terms', 'and', 'conditions', '.', 'ca', ""n't"", 'believe', 'they', 'raised', 'the', 'mothly', 'cost', 'by', 'over', '13.5', '%', 'on', 'a', 'contract', 'which', 'includes', 'a', 'phone', ':', 'unjustified', 'and', 'without', 'even', 'sending', 'a', 'notification', '.', 'i', ""'d"", 'rather', 'pay', 'a', 'high', 'exit', 'fee', 'but', 'not', 'having', 'anything', 'to', 'do', 'with', 'them']","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.5829}"
Zero stars. Been with vodafone for more than 10 years. Would not do a deal to renew contract. No loyalty to customers so went to Asda mobile and they have been fab. Vodafone sort yourself out,"['zero', 'stars', '.', 'been', 'with', 'vodafone', 'for', 'more', 'than', '10', 'years', '.', 'would', 'not', 'do', 'a', 'deal', 'to', 'renew', 'contract', '.', 'no', 'loyalty', 'to', 'customers', 'so', 'went', 'to', 'asda', 'mobile', 'and', 'they', 'have', 'been', 'fab', '.', 'vodafone', 'sort', 'yourself', 'out']","{'neg': 0.054, 'neu': 0.786, 'pos': 0.16, 'compound': 0.6486}"
"I went into my local branch today and was served by Will who couldn’t have been more helpful and professional. I went in having had continued problems with my Apple Watch connectivity but was also considering an upgrade. Will was able to confidently assist with all my phone needs  but most importantly promptly. I came away with a new contract, fixed Apple Watch and cheaper contract, a very happy customer and I couldn’t recommend him more! Thanks.","['i', 'went', 'into', 'my', 'local', 'branch', 'today', 'and', 'was', 'served', 'by', 'will', 'who', 'couldn', '’', 't', 'have', 'been', 'more', 'helpful', 'and', 'professional', '.', 'i', 'went', 'in', 'having', 'had', 'continued', 'problems', 'with', 'my', 'apple', 'watch', 'connectivity', 'but', 'was', 'also', 'considering', 'an', 'upgrade', '.', 'will', 'was', 'able', 'to', 'confidently', 'assist', 'with', 'all', 'my', 'phone', 'needs', 'but', 'most', 'importantly', 'promptly', '.', 'i', 'came', 'away', 'with', 'a', 'new', 'contract', ',', 'fixed', 'apple', 'watch', 'and', 'cheaper', 'contract', ',', 'a', 'very', 'happy', 'customer', 'and', 'i', 'couldn', '’', 't', 'recommend', 'him', 'more', '!', 'thanks', '.']","{'neg': 0.021, 'neu': 0.721, 'pos': 0.258, 'compound': 0.9721}"
"Amazing Service from Jilani, fully explained my new plan what I was eligible for complete difference service to what I got on the phone, I would recommend everyone going in brunch and visiting Jilani as he gave me amazing service.","['amazing', 'service', 'from', 'jilani', ',', 'fully', 'explained', 'my', 'new', 'plan', 'what', 'i', 'was', 'eligible', 'for', 'complete', 'difference', 'service', 'to', 'what', 'i', 'got', 'on', 'the', 'phone', ',', 'i', 'would', 'recommend', 'everyone', 'going', 'in', 'brunch', 'and', 'visiting', 'jilani', 'as', 'he', 'gave', 'me', 'amazing', 'service', '.']","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8779}"
"Excellent experience in Vodaphone shop at Felixstowe.Everything was explained so we could understand, without being patronising.Cole was very professional in his dealings with us, and seemed to offer us decent deals.We came away very happy.A score of 10/10 is well deserved.","['excellent', 'experience', 'in', 'vodaphone', 'shop', 'at', 'felixstowe.everything', 'was', 'explained', 'so', 'we', 'could', 'understand', ',', 'without', 'being', 'patronising.cole', 'was', 'very', 'professional', 'in', 'his', 'dealings', 'with', 'us', ',', 'and', 'seemed', 'to', 'offer', 'us', 'decent', 'deals.we', 'came', 'away', 'very', 'happy.a', 'score', 'of', '10/10', 'is', 'well', 'deserved', '.']","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.7003}"
Broadband connection ‘engineer’ expected today between 8am and 1pm. No show by 1pm so called Vodafone to be told ‘engineer’ running late but will attend before 6pm. No show by 6pm so further call to Vodafone. Apologetic but offering unsuitable appointments a week hence. Finally offered and accepted a new appointment 2 weeks hence. The point is we had to make all the running with zero communication from Vodafone during the day. Not a good start to our new broadband relationship with Vodafone. On the plus side the Vodafone customer person did their best.,"['broadband', 'connection', '‘', 'engineer', '’', 'expected', 'today', 'between', '8am', 'and', '1pm', '.', 'no', 'show', 'by', '1pm', 'so', 'called', 'vodafone', 'to', 'be', 'told', '‘', 'engineer', '’', 'running', 'late', 'but', 'will', 'attend', 'before', '6pm', '.', 'no', 'show', 'by', '6pm', 'so', 'further', 'call', 'to', 'vodafone', '.', 'apologetic', 'but', 'offering', 'unsuitable', 'appointments', 'a', 'week', 'hence', '.', 'finally', 'offered', 'and', 'accepted', 'a', 'new', 'appointment', '2', 'weeks', 'hence', '.', 'the', 'point', 'is', 'we', 'had', 'to', 'make', 'all', 'the', 'running', 'with', 'zero', 'communication', 'from', 'vodafone', 'during', 'the', 'day', '.', 'not', 'a', 'good', 'start', 'to', 'our', 'new', 'broadband', 'relationship', 'with', 'vodafone', '.', 'on', 'the', 'plus', 'side', 'the', 'vodafone', 'customer', 'person', 'did', 'their', 'best', '.']","{'neg': 0.074, 'neu': 0.842, 'pos': 0.084, 'compound': 0.448}"
Super lovely staff and extremely helpful!,"['super', 'lovely', 'staff', 'and', 'extremely', 'helpful', '!']","{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.9019}"
"Updated my handset and contract today at the St Albans branch with Ahmer, Jabar and Albert. They were all super upbeat, helpful and friendly - just what’s needed on a grey Wednesday. Thanks team!","['updated', 'my', 'handset', 'and', 'contract', 'today', 'at', 'the', 'st', 'albans', 'branch', 'with', 'ahmer', ',', 'jabar', 'and', 'albert', '.', 'they', 'were', 'all', 'super', 'upbeat', ',', 'helpful', 'and', 'friendly', '-', 'just', 'what', '’', 's', 'needed', 'on', 'a', 'grey', 'wednesday', '.', 'thanks', 'team', '!']","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.923}"
"Brilliantly effective and helpful service from the manager of the store. He quickly sorted a problem connecting my Apple Watch to my phone that two calls to Vodafone's call centre failed to fix (wasting about 1.5 hours!). A nice, smart guy - Vodafone needs more of them.","['brilliantly', 'effective', 'and', 'helpful', 'service', 'from', 'the', 'manager', 'of', 'the', 'store', '.', 'he', 'quickly', 'sorted', 'a', 'problem', 'connecting', 'my', 'apple', 'watch', 'to', 'my', 'phone', 'that', 'two', 'calls', 'to', 'vodafone', ""'s"", 'call', 'centre', 'failed', 'to', 'fix', '(', 'wasting', 'about', '1.5', 'hours', '!', ')', '.', 'a', 'nice', ',', 'smart', 'guy', '-', 'vodafone', 'needs', 'more', 'of', 'them', '.']","{'neg': 0.142, 'neu': 0.603, 'pos': 0.256, 'compound': 0.7901}"
"Bo and Gulherme sorted me out with an additional line on my contract, wicked experience, brilliant customer service","['bo', 'and', 'gulherme', 'sorted', 'me', 'out', 'with', 'an', 'additional', 'line', 'on', 'my', 'contract', ',', 'wicked', 'experience', ',', 'brilliant', 'customer', 'service']","{'neg': 0.147, 'neu': 0.69, 'pos': 0.164, 'compound': 0.1027}"
The employee  Connor was great very funny and explained everything brilliantly,"['the', 'employee', 'connor', 'was', 'great', 'very', 'funny', 'and', 'explained', 'everything', 'brilliantly']","{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9061}"
"I had a billing issue which wasn't resolved over the phone, so I came in store and got served by Adam, who sat with me to resolve this situation. Adam was absolutely fantastic and helped me to the best of his ability. I couldn't of walked out happier.","['i', 'had', 'a', 'billing', 'issue', 'which', 'was', ""n't"", 'resolved', 'over', 'the', 'phone', ',', 'so', 'i', 'came', 'in', 'store', 'and', 'got', 'served', 'by', 'adam', ',', 'who', 'sat', 'with', 'me', 'to', 'resolve', 'this', 'situation', '.', 'adam', 'was', 'absolutely', 'fantastic', 'and', 'helped', 'me', 'to', 'the', 'best', 'of', 'his', 'ability', '.', 'i', 'could', ""n't"", 'of', 'walked', 'out', 'happier', '.']","{'neg': 0.026, 'neu': 0.691, 'pos': 0.283, 'compound': 0.942}"
Sam was extremely helpful guiding my husband and I through the different options upgrading our phones. Nothing was too much trouble answering our questions. Thank you Sam,"['sam', 'was', 'extremely', 'helpful', 'guiding', 'my', 'husband', 'and', 'i', 'through', 'the', 'different', 'options', 'upgrading', 'our', 'phones', '.', 'nothing', 'was', 'too', 'much', 'trouble', 'answering', 'our', 'questions', '.', 'thank', 'you', 'sam']","{'neg': 0.086, 'neu': 0.735, 'pos': 0.179, 'compound': 0.4391}"
Mark is extremely helpful and made the complete process understandable and easy.,"['mark', 'is', 'extremely', 'helpful', 'and', 'made', 'the', 'complete', 'process', 'understandable', 'and', 'easy', '.']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7178}"
Fantastic customer service! Great atmosphere and such a professional service. Danny was an absolute pleasure and extremely helpful! Couldn’t recommend the store any higher!,"['fantastic', 'customer', 'service', '!', 'great', 'atmosphere', 'and', 'such', 'a', 'professional', 'service', '.', 'danny', 'was', 'an', 'absolute', 'pleasure', 'and', 'extremely', 'helpful', '!', 'couldn', '’', 't', 'recommend', 'the', 'store', 'any', 'higher', '!']","{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.9592}"
Great service. Really helpful staff,"['great', 'service', '.', 'really', 'helpful', 'staff']","{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.8016}"
Staff excellent and helped with my query straight away.,"['staff', 'excellent', 'and', 'helped', 'with', 'my', 'query', 'straight', 'away', '.']","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}"
Gareth was friendly and enthusiastic as well as very informative!,"['gareth', 'was', 'friendly', 'and', 'enthusiastic', 'as', 'well', 'as', 'very', 'informative', '!']","{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.8313}"
Amazing experience. Aayushi was fantastic !,"['amazing', 'experience', '.', 'aayushi', 'was', 'fantastic', '!']","{'neg': 0.0, 'neu': 0.281, 'pos': 0.719, 'compound': 0.8268}"
Sam in Guildford was really helpful with transferring my number from EE. MUCH BETTER service than I ever received with EE. Thanks Sam,"['sam', 'in', 'guildford', 'was', 'really', 'helpful', 'with', 'transferring', 'my', 'number', 'from', 'ee', '.', 'much', 'better', 'service', 'than', 'i', 'ever', 'received', 'with', 'ee', '.', 'thanks', 'sam']","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8479}"
"Great service as always,  friendly,  helpful  and knowledgeable Thank you Paul  and Jordon","['great', 'service', 'as', 'always', ',', 'friendly', ',', 'helpful', 'and', 'knowledgeable', 'thank', 'you', 'paul', 'and', 'jordon']","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9118}"
Absolutely excellent excellent excellent service!! The perfect gentlemen - full of smiles and laughter at Vodafone St Albans  - family friendly team - will visit again soon.,"['absolutely', 'excellent', 'excellent', 'excellent', 'service', '!', '!', 'the', 'perfect', 'gentlemen', '-', 'full', 'of', 'smiles', 'and', 'laughter', 'at', 'vodafone', 'st', 'albans', '-', 'family', 'friendly', 'team', '-', 'will', 'visit', 'again', 'soon', '.']","{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.9794}"
"Order number: WEB-0001000027829027Luckily i called to check to see if anything will go ahead. My broadband is suppose to be activated today. I called and gave order number which was placed on 3rd April. Vodafone telling me the order hasnt gone through, I received all the relevant emails confirm the order and even the Hub turned up. Now they want me to place a new order, which will result in a new activation date. Vodafone staff acting like its my fault and tell me i have two options even i do the order or they re do the order. Why hasnt no one contacted me to let me know there was an issue? Awful service.","['order', 'number', ':', 'web-0001000027829027luckily', 'i', 'called', 'to', 'check', 'to', 'see', 'if', 'anything', 'will', 'go', 'ahead', '.', 'my', 'broadband', 'is', 'suppose', 'to', 'be', 'activated', 'today', '.', 'i', 'called', 'and', 'gave', 'order', 'number', 'which', 'was', 'placed', 'on', '3rd', 'april', '.', 'vodafone', 'telling', 'me', 'the', 'order', 'hasnt', 'gone', 'through', ',', 'i', 'received', 'all', 'the', 'relevant', 'emails', 'confirm', 'the', 'order', 'and', 'even', 'the', 'hub', 'turned', 'up', '.', 'now', 'they', 'want', 'me', 'to', 'place', 'a', 'new', 'order', ',', 'which', 'will', 'result', 'in', 'a', 'new', 'activation', 'date', '.', 'vodafone', 'staff', 'acting', 'like', 'its', 'my', 'fault', 'and', 'tell', 'me', 'i', 'have', 'two', 'options', 'even', 'i', 'do', 'the', 'order', 'or', 'they', 're', 'do', 'the', 'order', '.', 'why', 'hasnt', 'no', 'one', 'contacted', 'me', 'to', 'let', 'me', 'know', 'there', 'was', 'an', 'issue', '?', 'awful', 'service', '.']","{'neg': 0.05, 'neu': 0.878, 'pos': 0.072, 'compound': -0.1058}"
"Ionut was patient and helpful, with great customer service","['ionut', 'was', 'patient', 'and', 'helpful', ',', 'with', 'great', 'customer', 'service']","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7845}"
"I was a little bit nervous going into the shop. I wasn’t sure what to expect. I had a problem with my phone which was dealt with very quickly. The person who greeted me fixed it in a few seconds. He then took me to another advisor who did more in-depth checks which reassured me. They did a great job, thanks Steve and the team.","['i', 'was', 'a', 'little', 'bit', 'nervous', 'going', 'into', 'the', 'shop', '.', 'i', 'wasn', '’', 't', 'sure', 'what', 'to', 'expect', '.', 'i', 'had', 'a', 'problem', 'with', 'my', 'phone', 'which', 'was', 'dealt', 'with', 'very', 'quickly', '.', 'the', 'person', 'who', 'greeted', 'me', 'fixed', 'it', 'in', 'a', 'few', 'seconds', '.', 'he', 'then', 'took', 'me', 'to', 'another', 'advisor', 'who', 'did', 'more', 'in-depth', 'checks', 'which', 'reassured', 'me', '.', 'they', 'did', 'a', 'great', 'job', ',', 'thanks', 'steve', 'and', 'the', 'team', '.']","{'neg': 0.065, 'neu': 0.733, 'pos': 0.203, 'compound': 0.8617}"
Very helpful. Matt helped me out today and was very clear and made everything understandable.,"['very', 'helpful', '.', 'matt', 'helped', 'me', 'out', 'today', 'and', 'was', 'very', 'clear', 'and', 'made', 'everything', 'understandable', '.']","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7172}"
Excellent service as always. Liam was brilliant and very helpful,"['excellent', 'service', 'as', 'always', '.', 'liam', 'was', 'brilliant', 'and', 'very', 'helpful']","{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.8908}"
Josh has been super super helpful. He is an asset to your company. He went above and beyond to help with my charging port. It will be a real shame that he leaves soon! I will make sure to bring him a present!,"['josh', 'has', 'been', 'super', 'super', 'helpful', '.', 'he', 'is', 'an', 'asset', 'to', 'your', 'company', '.', 'he', 'went', 'above', 'and', 'beyond', 'to', 'help', 'with', 'my', 'charging', 'port', '.', 'it', 'will', 'be', 'a', 'real', 'shame', 'that', 'he', 'leaves', 'soon', '!', 'i', 'will', 'make', 'sure', 'to', 'bring', 'him', 'a', 'present', '!']","{'neg': 0.057, 'neu': 0.602, 'pos': 0.341, 'compound': 0.9391}"
Was served by Anjum great service and customer experience,"['was', 'served', 'by', 'anjum', 'great', 'service', 'and', 'customer', 'experience']","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}"
"Very helpful and patient, help set up phone, gave good advice. At the Elgin Vodafone,  everyone smiles.","['very', 'helpful', 'and', 'patient', ',', 'help', 'set', 'up', 'phone', ',', 'gave', 'good', 'advice', '.', 'at', 'the', 'elgin', 'vodafone', ',', 'everyone', 'smiles', '.']","{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8955}"
Had great experience in Vodafone got served by jafar who was amazing incredible his service was just amazing couldn’t have asked for a better sales agent highly recommend going into store and getting upgrade or a new phone instead of over the phone jafar really made my visit the best it could be,"['had', 'great', 'experience', 'in', 'vodafone', 'got', 'served', 'by', 'jafar', 'who', 'was', 'amazing', 'incredible', 'his', 'service', 'was', 'just', 'amazing', 'couldn', '’', 't', 'have', 'asked', 'for', 'a', 'better', 'sales', 'agent', 'highly', 'recommend', 'going', 'into', 'store', 'and', 'getting', 'upgrade', 'or', 'a', 'new', 'phone', 'instead', 'of', 'over', 'the', 'phone', 'jafar', 'really', 'made', 'my', 'visit', 'the', 'best', 'it', 'could', 'be']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9705}"
The staff were so helpful and explained everything to me.Nothing was any trouble.,"['the', 'staff', 'were', 'so', 'helpful', 'and', 'explained', 'everything', 'to', 'me.nothing', 'was', 'any', 'trouble', '.']","{'neg': 0.156, 'neu': 0.635, 'pos': 0.209, 'compound': 0.2302}"
"Best service, extremely efficient staff. Providing data transfer as well. Thank you Rado","['best', 'service', ',', 'extremely', 'efficient', 'staff', '.', 'providing', 'data', 'transfer', 'as', 'well', '.', 'thank', 'you', 'rado']","{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.8977}"
Mark was very helpful went in to help with something else and he managed to help with my issues as well was very welcoming and friendly,"['mark', 'was', 'very', 'helpful', 'went', 'in', 'to', 'help', 'with', 'something', 'else', 'and', 'he', 'managed', 'to', 'help', 'with', 'my', 'issues', 'as', 'well', 'was', 'very', 'welcoming', 'and', 'friendly']","{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9455}"
"Guilherme from the Lower Marsh store did a superb job and helped in a big way! If you’re looking for a good Vodafone experience, come to this store and speak to Gui!","['guilherme', 'from', 'the', 'lower', 'marsh', 'store', 'did', 'a', 'superb', 'job', 'and', 'helped', 'in', 'a', 'big', 'way', '!', 'if', 'you', '’', 're', 'looking', 'for', 'a', 'good', 'vodafone', 'experience', ',', 'come', 'to', 'this', 'store', 'and', 'speak', 'to', 'gui', '!']","{'neg': 0.06, 'neu': 0.734, 'pos': 0.206, 'compound': 0.7494}"
Fantastic help and support from Sam in Guildford today with setting up my sons first phone and making sure it was safe. An absolute super star who has saved me hours of time and probably many tears as well. Thanks so much,"['fantastic', 'help', 'and', 'support', 'from', 'sam', 'in', 'guildford', 'today', 'with', 'setting', 'up', 'my', 'sons', 'first', 'phone', 'and', 'making', 'sure', 'it', 'was', 'safe', '.', 'an', 'absolute', 'super', 'star', 'who', 'has', 'saved', 'me', 'hours', 'of', 'time', 'and', 'probably', 'many', 'tears', 'as', 'well', '.', 'thanks', 'so', 'much']","{'neg': 0.032, 'neu': 0.535, 'pos': 0.433, 'compound': 0.9719}"
"Brilliant advice, knowledge and help from Kish very happy :]","['brilliant', 'advice', ',', 'knowledge', 'and', 'help', 'from', 'kish', 'very', 'happy', ':', ']']","{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.8883}"
"Very knowledgeable customer service agent, pleasant and with no pressure sales tactics","['very', 'knowledgeable', 'customer', 'service', 'agent', ',', 'pleasant', 'and', 'with', 'no', 'pressure', 'sales', 'tactics']","{'neg': 0.263, 'neu': 0.539, 'pos': 0.198, 'compound': -0.0258}"
Amz was so helpful.  Nothing was too much trouble. Spent ages helping two Internet illiterate pensioners with extreme patience. Great service.,"['amz', 'was', 'so', 'helpful', '.', 'nothing', 'was', 'too', 'much', 'trouble', '.', 'spent', 'ages', 'helping', 'two', 'internet', 'illiterate', 'pensioners', 'with', 'extreme', 'patience', '.', 'great', 'service', '.']","{'neg': 0.091, 'neu': 0.574, 'pos': 0.335, 'compound': 0.8029}"
Worst network Worst customer service Price is so higher..hirt internet and customer service Charge you a lot without any real reason,"['worst', 'network', 'worst', 'customer', 'service', 'price', 'is', 'so', 'higher', '..', 'hirt', 'internet', 'and', 'customer', 'service', 'charge', 'you', 'a', 'lot', 'without', 'any', 'real', 'reason']","{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.8481}"
Mark was very helpful went through lots of different options and helped choose which was best,"['mark', 'was', 'very', 'helpful', 'went', 'through', 'lots', 'of', 'different', 'options', 'and', 'helped', 'choose', 'which', 'was', 'best']","{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.807}"
I received a very warm welcome from customer service. Very professional😊,"['i', 'received', 'a', 'very', 'warm', 'welcome', 'from', 'customer', 'service', '.', 'very', 'professional😊']","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.6674}"
"Mitch,Assad and Tom at the Alton branch were so very helpful with my questions and queries.  Would thoroughly recommend them.","['mitch', ',', 'assad', 'and', 'tom', 'at', 'the', 'alton', 'branch', 'were', 'so', 'very', 'helpful', 'with', 'my', 'questions', 'and', 'queries', '.', 'would', 'thoroughly', 'recommend', 'them', '.']","{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7323}"
Great experience at store team I’d amazing Jon was great,"['great', 'experience', 'at', 'store', 'team', 'i', '’', 'd', 'amazing', 'jon', 'was', 'great']","{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.9186}"
Excellent advice from Tyler. Much appreciated,"['excellent', 'advice', 'from', 'tyler', '.', 'much', 'appreciated']","{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}"
Ibtihal was very patient and nice. She was also very understanding and met my needs. I do appreciate being served by such people. Well done to her.,"['ibtihal', 'was', 'very', 'patient', 'and', 'nice', '.', 'she', 'was', 'also', 'very', 'understanding', 'and', 'met', 'my', 'needs', '.', 'i', 'do', 'appreciate', 'being', 'served', 'by', 'such', 'people', '.', 'well', 'done', 'to', 'her', '.']","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.7823}"
"Excellent customer service, great staff .","['excellent', 'customer', 'service', ',', 'great', 'staff', '.']","{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8316}"
"Andreea was superb, explained and found the best deal for me and did everything she could to help! I will definitely visit the Corby store again! I would give her 10 stars if possible.","['andreea', 'was', 'superb', ',', 'explained', 'and', 'found', 'the', 'best', 'deal', 'for', 'me', 'and', 'did', 'everything', 'she', 'could', 'to', 'help', '!', 'i', 'will', 'definitely', 'visit', 'the', 'corby', 'store', 'again', '!', 'i', 'would', 'give', 'her', '10', 'stars', 'if', 'possible', '.']","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9358}"
Excellent advice and support. I will be back to see Mike.,"['excellent', 'advice', 'and', 'support', '.', 'i', 'will', 'be', 'back', 'to', 'see', 'mike', '.']","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7506}"
Finbar give me fantastic service as always. Only person I will have take care of me and my family.,"['finbar', 'give', 'me', 'fantastic', 'service', 'as', 'always', '.', 'only', 'person', 'i', 'will', 'have', 'take', 'care', 'of', 'me', 'and', 'my', 'family', '.']","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.7783}"
I have had nothing but excellent service from Vodafone U.K.-Spalding. Have visited on several occasions and always very very helpful,"['i', 'have', 'had', 'nothing', 'but', 'excellent', 'service', 'from', 'vodafone', 'u.k.-spalding', '.', 'have', 'visited', 'on', 'several', 'occasions', 'and', 'always', 'very', 'very', 'helpful']","{'neg': 0.156, 'neu': 0.665, 'pos': 0.178, 'compound': 0.1431}"
"Your member of staff was so efficient , friendly and polite . He answered all our questions with clear explanations . His suggestion of a dongle for our caravan was excellent . Wish I had one years ago . I don’t feel rushed and  felt that Christopher definitely went the extra mile with his service . He was friendly , happy and welcoming and I am sure a real asset to your business . Please pass on our thanks Debbie Harvey","['your', 'member', 'of', 'staff', 'was', 'so', 'efficient', ',', 'friendly', 'and', 'polite', '.', 'he', 'answered', 'all', 'our', 'questions', 'with', 'clear', 'explanations', '.', 'his', 'suggestion', 'of', 'a', 'dongle', 'for', 'our', 'caravan', 'was', 'excellent', '.', 'wish', 'i', 'had', 'one', 'years', 'ago', '.', 'i', 'don', '’', 't', 'feel', 'rushed', 'and', 'felt', 'that', 'christopher', 'definitely', 'went', 'the', 'extra', 'mile', 'with', 'his', 'service', '.', 'he', 'was', 'friendly', ',', 'happy', 'and', 'welcoming', 'and', 'i', 'am', 'sure', 'a', 'real', 'asset', 'to', 'your', 'business', '.', 'please', 'pass', 'on', 'our', 'thanks', 'debbie', 'harvey']","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.989}"
